n_features,features,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std
5,"max_temp_f, min_temp_f, temp_5day_avg_f, precip_3day_sum_in, precip_5day_sum_in",0.8004267125579452,0.017872992280451305,0.038345825117699885,0.0014712934008599906
5,"max_temp_f, max_wind_mph, precip_3day_sum_in, precip_5day_sum_in, previous_irrigation_amount",0.8004207076035152,0.015607535811492164,0.03836032690350957,0.00131570257118017
4,"mean_humidity_pct, precip_in, temp_3day_avg_f, month",0.8004198334566002,0.01903648987725699,0.03833786976599416,0.0016008183461798395
5,"precip_in, temp_3day_avg_f, days_since_rain, previous_irrigation_amount, month",0.8004072971930862,0.016588832243965828,0.03835792423518865,0.001438053501743363
5,"max_temp_f, precip_in, precip_3day_sum_in, precip_5day_sum_in, month",0.8003967973943924,0.015016850190813065,0.03836381013382846,0.0011362672015495813
5,"max_temp_f, min_temp_f, mean_temp_f, avg_wind_mph, temp_5day_avg_f",0.8003846707626472,0.016667396895548768,0.038354261502842456,0.001287450103653642
5,"max_temp_f, avg_wind_mph, precip_3day_sum_in, previous_irrigation_amount, days_since_irrigation",0.8003666592675176,0.014434079313493747,0.03837141374970353,0.001212788259659805
5,"max_temp_f, min_temp_f, temp_3day_avg_f, precip_3day_sum_in, days_since_irrigation",0.8003614199051313,0.015945912948395535,0.038362120156776904,0.001274221451068809
5,"max_temp_f, precip_in, precip_3day_sum_in, precip_5day_sum_in, day_of_year",0.8003591288653376,0.015044592948816627,0.03836709190206693,0.0011359173518514655
5,"max_temp_f, precip_3day_sum_in, wind_3day_avg_mph, previous_irrigation_amount, days_since_irrigation",0.8003422325652751,0.014391717074334082,0.03837389423989,0.0012077091275788498
5,"max_temp_f, min_temp_f, mean_temp_f, max_wind_mph, temp_3day_avg_f",0.8003194615960671,0.01588456610946665,0.03836450572107413,0.0012037696619729334
5,"precip_in, temp_3day_avg_f, precip_5day_sum_in, days_since_rain, previous_irrigation_amount",0.8003192509512573,0.01684620798681264,0.038366277799163816,0.0014518403123155198
5,"max_temp_f, min_temp_f, mean_temp_f, max_wind_mph, wind_3day_avg_mph",0.800314826806512,0.01593550441554297,0.038364649155092946,0.0012049648785104456
3,"max_temp_f, min_temp_f, mean_temp_f",0.8003137149466445,0.016126491942859023,0.03836371639250115,0.0012193768898200357
4,"mean_temp_f, mean_humidity_pct, precip_5day_sum_in, day_of_year",0.8002935861819843,0.021059272223103057,0.03833742826198266,0.0017896663181104914
5,"mean_humidity_pct, precip_in, temp_3day_avg_f, precip_3day_sum_in, month",0.8002910683060162,0.018967180635135455,0.038350727970615235,0.0015933018537834397
5,"mean_temp_f, mean_humidity_pct, temp_3day_avg_f, precip_5day_sum_in, day_of_year",0.8002847653735534,0.021207532026834626,0.03833716813128615,0.0017867697725243827
5,"max_temp_f, precip_in, precip_3day_sum_in, precip_5day_sum_in, days_since_rain",0.8002816892744326,0.015201367929787185,0.038375299679404305,0.0012166936116345456
5,"max_temp_f, min_temp_f, wind_3day_avg_mph, days_since_rain, day_of_year",0.8002693296425709,0.013268288966882745,0.03838135806124447,0.0009255754839059037
5,"max_temp_f, min_temp_f, wind_3day_avg_mph, days_since_rain, month",0.8002682781794498,0.013099609442869925,0.038382207090768936,0.0009081117609220914
5,"max_temp_f, precip_in, avg_wind_mph, day_of_year, month",0.8002198842767339,0.015652543605250046,0.038379296763096156,0.001207335989578421
5,"max_temp_f, precip_in, avg_wind_mph, wind_3day_avg_mph, days_since_rain",0.8002121418118161,0.015359783817625363,0.038382172718810136,0.001232549226633492
5,"max_temp_f, precip_in, avg_wind_mph, temp_5day_avg_f, days_since_rain",0.8002060432282473,0.015233433846789511,0.038382490054025394,0.0011855824280417695
5,"max_temp_f, min_temp_f, days_since_rain, day_of_year, month",0.8001961669741819,0.012506577825416762,0.038391705603600834,0.0008635154164957925
5,"max_temp_f, min_temp_f, max_wind_mph, days_since_rain, month",0.8001815978245206,0.012524859537132052,0.038393150009471036,0.0008730468039368715
5,"max_temp_f, min_temp_f, max_wind_mph, days_since_rain, day_of_year",0.8001797478527373,0.012688527858580842,0.038392632407474,0.0008900683501752696
4,"max_temp_f, min_temp_f, mean_temp_f, wind_3day_avg_mph",0.8001584090920734,0.01624201301640906,0.03837812864592407,0.0012318614029194195
4,"mean_temp_f, mean_humidity_pct, precip_5day_sum_in, month",0.8001537122392172,0.0206283054616864,0.03835378557038192,0.0017426004422912296
5,"mean_temp_f, mean_humidity_pct, avg_wind_mph, max_wind_mph, temp_5day_avg_f",0.8001533941852339,0.024765472006761918,0.03832418284786787,0.002200574640261668
5,"min_temp_f, mean_humidity_pct, temp_5day_avg_f, precip_3day_sum_in, previous_irrigation_amount",0.8001470797807764,0.021925584159863683,0.03834629779006034,0.0019314746145366894
5,"mean_temp_f, mean_humidity_pct, temp_3day_avg_f, precip_5day_sum_in, month",0.8001291461504867,0.020818116729120942,0.038354794050498464,0.0017435522067716293
5,"mean_humidity_pct, precip_in, temp_3day_avg_f, day_of_year, month",0.800125736490491,0.019268698487864545,0.038364780297742915,0.0016203994713239666
4,"max_temp_f, min_temp_f, mean_temp_f, temp_3day_avg_f",0.8001238316344322,0.01620109742026789,0.03838170138225626,0.0012289880881516328
4,"max_temp_f, min_temp_f, temp_3day_avg_f, precip_3day_sum_in",0.8001085012274997,0.016330113783680336,0.038384542645501174,0.0013070452795689474
5,"max_temp_f, min_temp_f, wind_3day_avg_mph, days_since_rain, days_since_irrigation",0.8000984464653168,0.01308297808970883,0.03839943917584022,0.00096418208153223
4,"max_temp_f, precip_in, temp_3day_avg_f, month",0.8000713941168671,0.014754671462548273,0.03839676010707037,0.0010986214210542925
5,"mean_temp_f, mean_humidity_pct, avg_wind_mph, temp_5day_avg_f, days_since_rain",0.800052363712705,0.02413188028063901,0.03833877635628336,0.002132112584514877
5,"mean_temp_f, mean_humidity_pct, avg_wind_mph, max_wind_mph, days_since_rain",0.8000438261605479,0.02497574955948748,0.03833388984888987,0.002252292208362738
4,"max_temp_f, precip_in, temp_3day_avg_f, day_of_year",0.8000433899680957,0.014740308657971614,0.038399312968403584,0.0010928006217929963
5,"max_temp_f, min_temp_f, mean_temp_f, max_wind_mph, temp_5day_avg_f",0.8000418253745979,0.015981637795630794,0.038390961172831264,0.001223031477917203
5,"mean_temp_f, mean_humidity_pct, temp_3day_avg_f, wind_3day_avg_mph, days_since_rain",0.800040045029754,0.023388554393975067,0.03834598593574084,0.002062827154746189
5,"max_temp_f, precip_in, temp_3day_avg_f, precip_3day_sum_in, month",0.8000366502253676,0.014490089673356464,0.038400959625350485,0.0010702698813936998
5,"max_temp_f, min_temp_f, mean_temp_f, temp_3day_avg_f, wind_3day_avg_mph",0.8000232393925488,0.016280510503740787,0.03839100427242095,0.001237246995373403
5,"max_temp_f, precip_in, temp_3day_avg_f, precip_3day_sum_in, day_of_year",0.8000167934023542,0.014480090850204031,0.03840270737446451,0.0010649829229429984
4,"max_temp_f, precip_3day_sum_in, precip_5day_sum_in, previous_irrigation_amount",0.8000123902229422,0.01566428045462843,0.038399047048132864,0.0013015434438793279
4,"max_temp_f, min_temp_f, days_since_rain, days_since_irrigation",0.8000056661899198,0.01278834022030547,0.038409910006110375,0.0009511937633344055
5,"mean_humidity_pct, temp_5day_avg_f, precip_3day_sum_in, days_since_rain, previous_irrigation_amount",0.7999926918278686,0.02114982910572345,0.03836621291896872,0.0018410926718139074
5,"mean_temp_f, mean_humidity_pct, avg_wind_mph, temp_3day_avg_f, precip_5day_sum_in",0.799988552787914,0.0244814148157803,0.03834257701528999,0.0021686911162594334
5,"mean_temp_f, mean_humidity_pct, temp_5day_avg_f, precip_3day_sum_in, wind_3day_avg_mph",0.7999832125840463,0.023452651251340304,0.03835069143979471,0.0020591561255213233
5,"max_temp_f, avg_wind_mph, max_wind_mph, precip_3day_sum_in, previous_irrigation_amount",0.7999680209890252,0.015111279403290804,0.03840653869764105,0.0012698275538734784
4,"mean_temp_f, mean_humidity_pct, max_wind_mph, days_since_rain",0.7999642665571021,0.02498092764475908,0.03834154945265823,0.0022504408221417312
5,"max_temp_f, precip_in, temp_3day_avg_f, precip_5day_sum_in, month",0.7999580632238463,0.01493821241540403,0.03840687574714508,0.0011151379949266155
4,"mean_temp_f, mean_humidity_pct, wind_3day_avg_mph, days_since_irrigation",0.7999290929637656,0.02218580870681022,0.03836677623616254,0.0019674550921193546
5,"max_temp_f, precip_in, temp_3day_avg_f, precip_5day_sum_in, day_of_year",0.7999255307105017,0.014914940634915164,0.03840989957116413,0.0011084761841296384
5,"max_temp_f, precip_in, avg_wind_mph, days_since_irrigation, month",0.7999235314202737,0.01596272564977627,0.038406626778927186,0.0012398564225177924
4,"mean_temp_f, mean_humidity_pct, max_wind_mph, wind_3day_avg_mph",0.7999228077521834,0.024943529764472647,0.03834629460633491,0.002253767747792523
5,"mean_temp_f, mean_humidity_pct, max_wind_mph, precip_5day_sum_in, days_since_rain",0.7999203591534688,0.02473625400170395,0.03834768593250384,0.002227710175872494
5,"max_temp_f, max_wind_mph, temp_5day_avg_f, precip_5day_sum_in, previous_irrigation_amount",0.7999202823987389,0.012172833489025123,0.038423375591005074,0.0009541650456128487
5,"max_temp_f, min_temp_f, temp_3day_avg_f, precip_5day_sum_in, days_since_rain",0.7999182776019442,0.013284785385870891,0.03841682856579941,0.0010183722614687852
5,"max_temp_f, precip_in, avg_wind_mph, days_since_irrigation, day_of_year",0.799909090100755,0.015980661919243813,0.03840766777189558,0.0012376839067184883
4,"max_temp_f, min_temp_f, mean_temp_f, temp_5day_avg_f",0.7999043149465911,0.016326772424650002,0.03840238409165168,0.0012531401702079656
5,"max_temp_f, precip_in, avg_wind_mph, precip_3day_sum_in, days_since_rain",0.7999033108472962,0.015379899603017477,0.03841143391806014,0.0012277816306087092
5,"max_temp_f, min_temp_f, mean_temp_f, temp_3day_avg_f, temp_5day_avg_f",0.7998944182435863,0.016519493215085185,0.03840244650383973,0.0012815705581884452
4,"max_temp_f, precip_in, avg_wind_mph, days_since_rain",0.7998893818875915,0.015442680952759875,0.03841278062161983,0.0012332245588005002
4,"mean_temp_f, mean_humidity_pct, avg_wind_mph, temp_3day_avg_f",0.7998839753461682,0.024981747695694063,0.03834902470353406,0.0022198577348198976
5,"mean_temp_f, mean_humidity_pct, precip_5day_sum_in, day_of_year, month",0.7998785345676633,0.02065041763400976,0.03838023276917699,0.0017435814309895903
4,"mean_temp_f, mean_humidity_pct, max_wind_mph, temp_5day_avg_f",0.7998772840963103,0.024818901775273426,0.03835047887974922,0.0022025425600611585
5,"mean_temp_f, mean_humidity_pct, avg_wind_mph, max_wind_mph, wind_3day_avg_mph",0.7998765953867317,0.024933098565152433,0.03835082456880003,0.0022519475265837577
5,"max_temp_f, precip_in, avg_wind_mph, precip_5day_sum_in, days_since_rain",0.799845809662742,0.015509663542721687,0.03841666863575934,0.0012381997574366127
5,"max_temp_f, precip_in, temp_3day_avg_f, wind_3day_avg_mph, month",0.7998435829173163,0.015266585840439571,0.03841637834317757,0.0011420344680463644
5,"mean_temp_f, mean_humidity_pct, max_wind_mph, temp_5day_avg_f, precip_5day_sum_in",0.799828302512174,0.024472568119794987,0.03835776531581711,0.0021691942898472817
5,"max_temp_f, min_temp_f, mean_temp_f, temp_5day_avg_f, wind_3day_avg_mph",0.7998171909801041,0.016388114329393775,0.03841045822579732,0.0012578607523337536
5,"max_temp_f, precip_in, avg_wind_mph, temp_5day_avg_f, month",0.7998169666972375,0.015760905880391533,0.03841725677024578,0.0012045500364907657
5,"max_temp_f, precip_in, temp_3day_avg_f, wind_3day_avg_mph, day_of_year",0.7998124279329053,0.015259965210418735,0.038419188605363294,0.0011366909105608388
5,"max_temp_f, avg_wind_mph, precip_3day_sum_in, precip_5day_sum_in, previous_irrigation_amount",0.7998055726445124,0.01574954704391507,0.03841854115747383,0.0013090385090933077
5,"max_temp_f, precip_in, avg_wind_mph, temp_5day_avg_f, day_of_year",0.7997949902491115,0.015768277732261807,0.0384191044703483,0.0012013771066074611
5,"max_temp_f, precip_3day_sum_in, precip_5day_sum_in, wind_3day_avg_mph, previous_irrigation_amount",0.7997826865055933,0.015738860881681242,0.03842075196779014,0.001307740372916594
5,"max_temp_f, min_temp_f, max_wind_mph, temp_3day_avg_f, precip_3day_sum_in",0.7997782640064522,0.016634203635568473,0.038414821886509846,0.0013336361383606671
5,"min_temp_f, mean_humidity_pct, temp_5day_avg_f, days_since_rain, previous_irrigation_amount",0.7997430514624604,0.020957256429841004,0.038391741101689116,0.001822857378062357
5,"max_temp_f, min_temp_f, temp_5day_avg_f, precip_3day_sum_in, days_since_irrigation",0.7997398853591089,0.016708971801389656,0.03841856205969481,0.0013603346080208612
5,"min_temp_f, precip_in, temp_3day_avg_f, previous_irrigation_amount, day_of_year",0.7997366689874473,0.01811091541774941,0.03841459384415499,0.0015930509463777474
5,"min_temp_f, precip_in, temp_3day_avg_f, previous_irrigation_amount, month",0.7997357833727713,0.018055940005607996,0.03841511967059559,0.00158909828238159
5,"max_temp_f, min_temp_f, max_wind_mph, days_since_rain, days_since_irrigation",0.7997348917432395,0.012835843103859587,0.038435898311721034,0.0009604283080627717
5,"min_temp_f, mean_humidity_pct, avg_wind_mph, previous_irrigation_amount, days_since_irrigation",0.7997338234035959,0.02078734732219521,0.038394258640421175,0.0017988915340989497
5,"mean_temp_f, mean_humidity_pct, max_wind_mph, precip_5day_sum_in, wind_3day_avg_mph",0.7997280203830016,0.02482927817381465,0.03836605113221231,0.002242820931152488
5,"max_temp_f, min_temp_f, avg_wind_mph, precip_5day_sum_in, days_since_rain",0.7997183765246139,0.013612800845338491,0.03843399944923174,0.0010053543545467216
5,"max_temp_f, precip_in, temp_3day_avg_f, day_of_year, month",0.7996961831634903,0.01475116800980288,0.03843288901734498,0.0010970526074941865
5,"mean_temp_f, mean_humidity_pct, avg_wind_mph, temp_5day_avg_f, wind_3day_avg_mph",0.799689822422901,0.024016785179662957,0.03837511687486159,0.0021208837025901593
5,"mean_temp_f, mean_humidity_pct, temp_3day_avg_f, temp_5day_avg_f, day_of_year",0.7996894305520735,0.0219078288915143,0.03839060144859274,0.001875403506396813
5,"mean_temp_f, mean_humidity_pct, precip_5day_sum_in, wind_3day_avg_mph, days_since_irrigation",0.799683111662987,0.022373731591251625,0.03838956915813737,0.001988093373692465
5,"max_temp_f, min_temp_f, temp_3day_avg_f, temp_5day_avg_f, precip_3day_sum_in",0.7996413010597944,0.016378332407024992,0.03842959221304232,0.0013168926599591273
4,"max_temp_f, precip_in, temp_5day_avg_f, days_since_rain",0.7996171080084598,0.014269453531697235,0.038443253572967254,0.0010951758002862905
3,"mean_temp_f, mean_humidity_pct, day_of_year",0.7996119190773834,0.021595950449129486,0.038400173043962996,0.001839914200315922
5,"mean_temp_f, mean_humidity_pct, avg_wind_mph, temp_3day_avg_f, temp_5day_avg_f",0.7995781928443988,0.025141409702678613,0.03837751949450221,0.002239308217803787
5,"max_temp_f, precip_in, temp_5day_avg_f, precip_5day_sum_in, days_since_rain",0.7995781605177266,0.014451134964830113,0.038446213088477094,0.001110607125435632
5,"max_temp_f, precip_in, temp_5day_avg_f, precip_3day_sum_in, days_since_rain",0.7995541111656076,0.014135935544121271,0.038449700453487376,0.001083689530798613
5,"max_temp_f, precip_in, max_wind_mph, temp_3day_avg_f, month",0.7995444526755187,0.014998674413641703,0.03844650172417212,0.001122466257297566
5,"max_temp_f, min_temp_f, temp_5day_avg_f, precip_5day_sum_in, days_since_rain",0.7995441673445249,0.013731287260445068,0.03845124132406438,0.001072215102045801
5,"mean_temp_f, mean_humidity_pct, temp_3day_avg_f, temp_5day_avg_f, month",0.7995412334709437,0.021458438410959447,0.03840795231493867,0.0018259632985740074
5,"min_temp_f, precip_in, temp_3day_avg_f, precip_5day_sum_in, previous_irrigation_amount",0.7995293025605907,0.017702112784199933,0.03843748097503301,0.0015389308105373807
4,"max_temp_f, precip_in, precip_3day_sum_in, month",0.7995283086188713,0.014321185955809676,0.03845106134399913,0.0010784385852317824
4,"min_temp_f, mean_temp_f, avg_wind_mph, wind_3day_avg_mph",0.7995262792583735,0.015425896033014546,0.03844299073241021,0.0011574543263043007
5,"max_temp_f, precip_in, avg_wind_mph, days_since_rain, days_since_irrigation",0.7995204812350627,0.015407022418715959,0.038448324098120726,0.0012359272082494868
4,"mean_temp_f, mean_humidity_pct, temp_3day_avg_f, day_of_year",0.799515743237297,0.021780193010207397,0.038408078381087854,0.0018433212045384615
5,"max_temp_f, precip_in, max_wind_mph, temp_3day_avg_f, day_of_year",0.7995146494916202,0.014985133256881852,0.0384492127381049,0.0011166518791957314
4,"max_temp_f, min_temp_f, temp_5day_avg_f, precip_3day_sum_in",0.7995038199410281,0.017030818245700862,0.03843957278795264,0.0013873322531506396
4,"max_temp_f, precip_in, precip_3day_sum_in, day_of_year",0.7994933984111456,0.01434209203901284,0.03845409598331659,0.0010767069942107996
5,"min_temp_f, mean_humidity_pct, max_wind_mph, previous_irrigation_amount, day_of_year",0.7994875856033156,0.021721794785176704,0.038410906776398766,0.0018874801603519845
4,"mean_humidity_pct, temp_5day_avg_f, precip_3day_sum_in, previous_irrigation_amount",0.7994874380385577,0.021956511557785944,0.038409676218088454,0.0019268451195679234
3,"mean_temp_f, mean_humidity_pct, month",0.7994777866391028,0.02113691634791911,0.03841618597091444,0.001790143693241215
3,"max_temp_f, precip_in, month",0.7994671882272796,0.014488014978624193,0.038456593673950684,0.001096584933175498
5,"max_temp_f, precip_in, precip_3day_sum_in, wind_3day_avg_mph, month",0.7994352262998157,0.0149022516143816,0.03845724879101452,0.0011214156458728341
3,"max_temp_f, precip_in, day_of_year",0.7994220841303241,0.01450325680608703,0.038460631084494955,0.0010940569422845533
5,"mean_temp_f, mean_humidity_pct, avg_wind_mph, wind_3day_avg_mph, days_since_rain",0.7993995129282189,0.024149377340465454,0.03840293446202795,0.00216585254684013
5,"max_temp_f, precip_in, precip_3day_sum_in, wind_3day_avg_mph, day_of_year",0.7993990317069055,0.014934235085287403,0.03846033758097518,0.001120332109739529
5,"min_temp_f, mean_humidity_pct, max_wind_mph, previous_irrigation_amount, month",0.7993980561476377,0.021528287504188354,0.03842087260806869,0.0018664455653735058
5,"max_temp_f, precip_in, temp_5day_avg_f, wind_3day_avg_mph, days_since_rain",0.7993973729020908,0.014381035824665175,0.0384638497887439,0.0011031231887812687
5,"min_temp_f, mean_temp_f, avg_wind_mph, temp_3day_avg_f, wind_3day_avg_mph",0.7993878031800541,0.015480809766626358,0.038456074767780936,0.0011640418497964418
5,"mean_temp_f, mean_humidity_pct, temp_5day_avg_f, wind_3day_avg_mph, days_since_rain",0.7993854507757112,0.023141473214059686,0.03841085349081578,0.002027448960073554
5,"mean_temp_f, mean_humidity_pct, temp_5day_avg_f, precip_5day_sum_in, day_of_year",0.7993773700675306,0.021292628139558394,0.03842416143729106,0.0018005744937507166
4,"max_temp_f, max_wind_mph, temp_5day_avg_f, previous_irrigation_amount",0.7993757956269099,0.012420933063098412,0.038474743099524866,0.0009697239871305066
4,"mean_temp_f, mean_humidity_pct, temp_3day_avg_f, month",0.7993653714463618,0.021355975370360537,0.03842544464417824,0.0017967045022374358
5,"max_temp_f, precip_in, temp_3day_avg_f, days_since_irrigation, month",0.7993620805609494,0.014980731298828256,0.03846418732058016,0.0011227080782309
4,"max_temp_f, precip_in, precip_5day_sum_in, month",0.7993554043869227,0.014680848110053678,0.0384665232436243,0.001113574514845409
5,"max_temp_f, max_wind_mph, temp_5day_avg_f, wind_3day_avg_mph, previous_irrigation_amount",0.7993457712079858,0.012427827088467628,0.03847761109566791,0.000971039720657023
5,"max_temp_f, precip_in, temp_3day_avg_f, days_since_irrigation, day_of_year",0.7993413973966881,0.014967394585400555,0.03846602258910682,0.0011172544981045498
4,"mean_temp_f, mean_humidity_pct, precip_3day_sum_in, wind_3day_avg_mph",0.7993354881988457,0.023798188859560615,0.03841133321349012,0.002116216757931217
4,"max_temp_f, precip_in, precip_5day_sum_in, day_of_year",0.7993045196230922,0.014687230308712928,0.038471147712901256,0.0011102326084127187
5,"mean_temp_f, mean_humidity_pct, precip_3day_sum_in, days_since_rain, days_since_irrigation",0.7992993174932058,0.022342178698967794,0.03842471030002488,0.0019414536559977402
5,"max_temp_f, max_wind_mph, wind_3day_avg_mph, previous_irrigation_amount, days_since_irrigation",0.7992927185529388,0.01393693828354281,0.0384788229001115,0.0012136141225998244
5,"precip_in, temp_3day_avg_f, precip_3day_sum_in, days_since_rain, previous_irrigation_amount",0.7992730751057081,0.016577858158695436,0.03846860266986902,0.001425467522176524
4,"min_temp_f, mean_humidity_pct, temp_5day_avg_f, previous_irrigation_amount",0.7992610602625415,0.021810840024763484,0.038432672079688236,0.001914303507964939
4,"max_temp_f, precip_in, wind_3day_avg_mph, month",0.7992565356553312,0.014955872994381699,0.03847466689892069,0.0011319005802650373
5,"mean_temp_f, mean_humidity_pct, temp_5day_avg_f, precip_5day_sum_in, month",0.7992325344014846,0.020889663957145074,0.03844079081473181,0.0017560939012406628
4,"max_temp_f, precip_in, wind_3day_avg_mph, day_of_year",0.7992086010532461,0.014977163876960716,0.03847892891293793,0.0011295278846859844
5,"max_temp_f, precip_in, precip_5day_sum_in, wind_3day_avg_mph, month",0.7991944135460092,0.015055523699271383,0.038480218065446783,0.0011411029411774413
4,"mean_temp_f, mean_humidity_pct, day_of_year, month",0.7991742715333953,0.021120514236029245,0.03844560860456535,0.0017867417643253993
5,"max_temp_f, precip_in, max_wind_mph, temp_5day_avg_f, days_since_rain",0.7991675737235354,0.014554625246629376,0.038485401603732795,0.0011231925867748504
5,"max_temp_f, min_temp_f, max_wind_mph, temp_5day_avg_f, precip_3day_sum_in",0.7991661902449156,0.017258464187758196,0.03847089593935603,0.0014069824101025322
4,"max_temp_f, max_wind_mph, previous_irrigation_amount, days_since_irrigation",0.7991507130557568,0.014123554879508407,0.0384918121164934,0.0012333939040184488
5,"min_temp_f, mean_temp_f, avg_wind_mph, temp_5day_avg_f, wind_3day_avg_mph",0.7991434053912784,0.015540817160489898,0.03847941948832932,0.0011785186135165084
4,"max_temp_f, precip_in, precip_3day_sum_in, days_since_rain",0.7991425563828307,0.014628643081375594,0.03848801062317452,0.0011672345552813587
5,"max_temp_f, precip_in, precip_5day_sum_in, wind_3day_avg_mph, day_of_year",0.799142094782557,0.01506971316445979,0.038484928340333145,0.0011380755066566798
5,"max_temp_f, precip_in, precip_3day_sum_in, day_of_year, month",0.799136909675943,0.014312136963413795,0.0384887344718622,0.001076889504048916
5,"max_temp_f, precip_in, temp_5day_avg_f, days_since_rain, days_since_irrigation",0.7991363751244313,0.014236396019437178,0.038489544430224495,0.0010975655841439231
3,"min_temp_f, mean_temp_f, max_wind_mph",0.799110220730724,0.014958759269158173,0.03848538613710763,0.0011066873991360813
5,"mean_temp_f, mean_humidity_pct, temp_3day_avg_f, day_of_year, month",0.7991022388145049,0.02133435976004263,0.03845100095968169,0.00179355770903471
5,"min_temp_f, mean_humidity_pct, temp_5day_avg_f, precip_5day_sum_in, previous_irrigation_amount",0.7990803509794466,0.021892521749558143,0.038449622085446195,0.0019238081087970009
4,"max_temp_f, precip_in, day_of_year, month",0.7990773046671414,0.014487715403317803,0.038494095979744763,0.001096345996873223
3,"max_temp_f, precip_in, days_since_rain",0.7990659394731858,0.014657727514345855,0.03849548053100811,0.001167856670960739
5,"max_temp_f, avg_wind_mph, max_wind_mph, previous_irrigation_amount, month",0.7990630538577986,0.013102725580546981,0.038503979073444335,0.0011241263243005398
5,"max_temp_f, max_wind_mph, precip_5day_sum_in, previous_irrigation_amount, days_since_irrigation",0.7990432225690348,0.014173617399491849,0.0385019592680562,0.001238915800305669
4,"mean_humidity_pct, temp_5day_avg_f, days_since_rain, previous_irrigation_amount",0.7990402521429308,0.021018386850513715,0.0384590313218896,0.0018222339677036036
5,"mean_humidity_pct, precip_in, precip_5day_sum_in, previous_irrigation_amount, days_since_irrigation",0.7990282915038259,0.019925619323464306,0.038469740448409465,0.0016426981206255778
4,"max_temp_f, precip_in, precip_5day_sum_in, days_since_rain",0.7990145948777554,0.014785551510629776,0.038499856038312893,0.0011778819265645386
5,"max_temp_f, precip_in, max_wind_mph, wind_3day_avg_mph, month",0.7989931858620587,0.015013227028373419,0.038499788034404264,0.0011384511518934754
5,"max_temp_f, precip_in, precip_3day_sum_in, days_since_irrigation, month",0.7989909629836977,0.014830870683775942,0.03850087217067851,0.001132207251310258
5,"max_temp_f, precip_in, max_wind_mph, precip_3day_sum_in, month",0.7989817619153445,0.014767975052329043,0.038501776985728306,0.0011207724861139864
4,"min_temp_f, mean_temp_f, max_wind_mph, temp_3day_avg_f",0.7989795824754141,0.014963438147105466,0.0384979263450142,0.0011040952905749053
5,"max_temp_f, precip_in, precip_3day_sum_in, wind_3day_avg_mph, days_since_rain",0.7989780541775432,0.01484837261402978,0.038502615056901966,0.001179303561688122
5,"max_temp_f, precip_in, precip_3day_sum_in, days_since_irrigation, day_of_year",0.7989619691597869,0.014849169158530254,0.03850333452109941,0.001130430378068094
5,"max_temp_f, precip_in, precip_5day_sum_in, day_of_year, month",0.7989604024190857,0.014680402303020057,0.03850451841580034,0.0011134519837905986
5,"max_temp_f, avg_wind_mph, max_wind_mph, previous_irrigation_amount, day_of_year",0.7989574277777575,0.013279011219904597,0.0385133614030003,0.0011386895685494823
5,"max_temp_f, min_temp_f, avg_wind_mph, precip_3day_sum_in, precip_5day_sum_in",0.798956269767224,0.017908476562354413,0.03848658202709108,0.0014065127202013748
4,"max_temp_f, precip_in, max_wind_mph, month",0.7989551693032046,0.014915928008825227,0.03850405785124668,0.0011364345582538808
5,"max_temp_f, precip_in, max_wind_mph, precip_3day_sum_in, day_of_year",0.7989477377999913,0.014791575296397302,0.03850469494381297,0.001119181772967576
5,"max_temp_f, precip_in, max_wind_mph, wind_3day_avg_mph, day_of_year",0.7989449997177961,0.015037862012484665,0.03850405523217345,0.0011363796836967616
5,"max_temp_f, precip_in, precip_5day_sum_in, days_since_rain, days_since_irrigation",0.7989421295914994,0.014647335382037264,0.038507207767492155,0.0011717509471732277
4,"mean_temp_f, mean_humidity_pct, avg_wind_mph, max_wind_mph",0.7989358267654236,0.025445540349245163,0.03843746845377377,0.002291729492976358
5,"max_temp_f, temp_5day_avg_f, precip_5day_sum_in, wind_3day_avg_mph, previous_irrigation_amount",0.7989308615405104,0.012771734408275125,0.03851619953229411,0.0009974882501907008
4,"max_temp_f, precip_in, max_wind_mph, day_of_year",0.7989116378250741,0.014933858579232405,0.03850791295298579,0.0011340553144472028
5,"mean_temp_f, mean_humidity_pct, avg_wind_mph, max_wind_mph, precip_5day_sum_in",0.7989061046620302,0.025159659017254445,0.03844250996571176,0.002264622061212391
5,"max_temp_f, precip_in, max_wind_mph, precip_5day_sum_in, month",0.7988733517682689,0.015068639708015162,0.03851124489827212,0.0011496146259315576
5,"max_temp_f, precip_in, precip_5day_sum_in, days_since_irrigation, month",0.7988678416959943,0.014844097602143093,0.03851271239133407,0.0011306849114939587
4,"min_temp_f, mean_temp_f, max_wind_mph, wind_3day_avg_mph",0.7988677815297827,0.015032839820526913,0.0385083053214918,0.0011136879724354112
3,"mean_temp_f, mean_humidity_pct, max_wind_mph",0.7988651440266367,0.02541697846265772,0.038444512827092076,0.0022863919018201403
4,"mean_temp_f, mean_humidity_pct, max_wind_mph, precip_5day_sum_in",0.7988595081216363,0.025129909611479786,0.038447219692925375,0.002259965131261576
5,"max_temp_f, precip_in, wind_3day_avg_mph, day_of_year, month",0.7988522294026296,0.01495545705211283,0.03851351483571691,0.0011308836438132434
